Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
The Firangi Island,"Kirti Nagar, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,569,1600
Barbeque Nation,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.4,477,1700
Maestro A Restro Cafe,"Deep Cinema Complex,Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.3,387,1300
Antidot Waterbar and Cafe,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  Asian,  Modern Indian",4.2,1071,3000
Cafe Another Day,"Janak Place District Centre,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese",4.3,257,1000
Wood Box Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Shakes",4.4,403,800
Chai Mantra,"Vikas Marg, East Delhi", East Delhi,Delhi,"Fast Food,  Tea,  Chinese",3.7,8,300
Imperfecto Ruin Pub,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Mediterranean",4,561,2400
La Piazza,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Italian,  Pizza",4.5,67,4500
New Kadimi,"Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.1,161,800
Megu,"The Leela Palace,Chanakyapuri, South Delhi", South Delhi,Delhi,"Japanese,  Seafood",4.3,27,5000
Cafe Diaries,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Fast Food",4.6,120,800
Nukkad Cafe & Bar,"SDA, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian",4.2,390,1500
Daawat Restaurant,"Krishna Nagar, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  South Indian",4,22,600
Padmanabham,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,South Indian,4.4,100,700
RDX Reloaded Restaurant & Bar,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,116,1500
Ghoomar Traditional Thali Restaurant,"D Mall,Netaji Subhash Place, North Delhi", North Delhi,Delhi,Rajasthani,4.5,120,1000
Slique,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"North Indian,  Asian",4,58,2500
Cafe Delhi Heights,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.5,1251,2000
Shalom - Laidback Cafe,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.5,215,2000
The Chatter House,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Continental",4.2,815,2000
Underpass,"Defence Colony, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.4,56,1500
Bottle House,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental",4.1,21,1100
Three Tuns Cafe & Bar,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.8,431,2200
Mystique Melange,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Lebanese,  Oriental ",4.2,916,1800
The Turkey Project,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,"Italian,  American",4.8,79,1500
Radio Station,"Kailash Colony, South Delhi", South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.3,336,1600
Cafe Emoji's,"Moti Bagh, South Delhi", South Delhi,Delhi,Fast Food,5,1,500
Nehru Place Social,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  American,  Chinese",4.4,741,2000
Troy Lounge and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Multi-Cuisine,  Chinese,  Continental",3.8,176,1500
The Race Lounge And Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Lebanese,  Oriental ",3.8,278,1200
High Bae,"Dhaula Kuan, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,59,1600
Pipeline Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",4.2,155,800
Talli Station,"Naraina, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",5,4,1500
Brickyard Cafe And Lounge,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",4.4,18,700
The Construction Co. Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese",3.9,142,800
7 Old Town,"Hauz Khas, South Delhi", South Delhi,Delhi,"Italian,  Asian,  North Indian",4.2,95,1700
The Clay Oven,"Hotel Park Residency,Green Park, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,391,800
Greetoz Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",4,43,700
No. 1 Uncles Parantha,"South Extension - 1, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food",4,2,400
Two Pots Kitchen,"Janakpuri, West Delhi", West Delhi,Delhi,"Italian,  Chinese,  Continental,  Lebanese,  Desserts",4.9,17,600
The China Kitchen,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Chinese,  Seafood",4.5,55,4500
Madrina,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"North Indian,  Italian,  Chinese",4.2,370,2200
Taxi - World Food Cafe,"Vijay Nagar, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,312,1200
Pind Balluchi,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.1,193,1800
Fabcafe by Fabindia,"Lajpat Nagar - 3, South Delhi", South Delhi,Delhi,"Health Food,  Modern Indian,  North Indian,  Continental",4.4,69,1200
Kabila Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Chinese,  Shakes",3.7,67,1000
Summer House Cafe,"DDA Shopping Complex,Hauz Khas, South Delhi", South Delhi,Delhi,"Italian,  Mediterranean,  Finger Food",4.2,750,2300
Full Stop,"Vijay Nagar, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",5,2,1200
Imly,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Street Food,  North Indian,  Chinese,  South Indian,  Fast Food",4.1,2243,800
Mic Drop Bar and Restaurant,"South Extension - 2, South Delhi", South Delhi,Delhi,North Indian,4,408,1000
TK's Oriental Grill,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Thai,  Japanese,  Oriental ,  Indonesian,  Asian,  Sushi",4.5,36,4000
Young Wild Free Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Biryani",4,33,800
Gola Sizzlers,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,"Sizzlers,  North Indian,  Chinese",4,359,1200
Wow! Momo,"Palate of Delhi,Dhaula Kuan, West Delhi", West Delhi,Delhi,"Fast Food,  Tibetan",4.5,6,400
Rustic Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",3.9,30,800
The Branch Kitchen & Bar,"South Extension - 2, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  American",4,42,2200
Seasonings - The Spice Mysteries,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",4.1,945,1600
Kofuku,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Japanese,  Asian",4.5,116,1800
Infinity Lounge Dine and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  Multi-Cuisine,  Italian,  South Indian",4.1,205,1500
Bhalla King,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"Street Food,  Fast Food",5,1,300
The Piano Man Jazz Club,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"European,  Asian,  Italian",4.4,323,2500
The Big House Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.6,76,700
Fio Cookhouse and Bar,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  Italian",4.4,464,4000
Annakoot by ISKCON Bangalore,"Preet Vihar, East Delhi", East Delhi,Delhi,"South Indian,  Street Food,  Mithai",3.6,44,500
The Chai Story,"Naraina, West Delhi", West Delhi,Delhi,"Fast Food,  Tea",4.3,31,400
Ziu,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,Thai,4.4,232,1500
Meraki Cafe & Bar,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Italian,  Continental",4,176,1600
Plum By Bent Chair,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,"Asian,  Continental,  Japanese,  Pizza,  Sushi",4.3,947,3000
TBK Kulcha's,"Janakpuri, West Delhi", West Delhi,Delhi,"Street Food,  Fast Food",4.5,4,500
Da Safe Zone,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Chinese,  Fast Food",3.6,8,1000
The Chai Story,"DLF South Square Mall,Sarojini Nagar, South Delhi", South Delhi,Delhi,"Fast Food,  Tea",3,14,400
Te Amo,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Continental,  Mexican,  European,  South American",4.3,86,2200
Only Bar,"Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"North Indian,  Chinese",4.1,19,1000
Amar Jyoti,"Sarojini Nagar, South Delhi", South Delhi,Delhi,North Indian,3.1,8,1000
Seoul Restaurant,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Japanese,  Korean",4.8,9,2000
Frozen Bottle,"Defence Colony, South Delhi", South Delhi,Delhi,"Shakes,  Desserts,  Ice Cream",3,2,300
Boombox Cafe,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Arabian,  North Indian,  Continental,  Mexican,  Oriental ",4.1,2399,2500
For God's Cake,"Hudson Lane, North Delhi", North Delhi,Delhi,"Desserts,  Bakery and Confectionary",4.5,175,500
Cafe Platonic,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental,  South Indian",3.9,20,1000
Chili's American Grill and Bar,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"Mexican,  American,  Italian",4.3,724,2000
IKK Panjab,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,North Indian,4.3,619,1800
Raftaar - The High Speed Bar and Lounge,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Continental,  North Indian,  Italian",4.2,1229,1600
Stupid Bar & Kitchen,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Seafood",3.9,20,1000
Turn Up,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",3.1,9,1200
Ada'e Haandi's,"RK Puram, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",5,1,800
Moh Maya Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.8,399,1500
Cafe Tesu,"Essex Farms,Aurobindo Marg, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Deli",4.4,165,2500
Spice Court,"PVR Payal,Naraina, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.1,41,1500
Waffle Street,"Janakpuri, West Delhi", West Delhi,Delhi,"Desserts,  Shakes,  Waffle,  Fast Food",4.1,7,400
Dramz,"Mehrauli, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  European,  Oriental ",4.1,816,2400
Sidewalk,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,Bakery and Confectionary,4.5,23,1000
Cafe,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"North Indian,  Multi-Cuisine,  Indian Cuisine,  European",4.2,77,4000
Veg Gulati,"Green Park, South Delhi", South Delhi,Delhi,"North Indian,  Biryani,  Indian Cuisine",4.4,207,1200
Cafe After Hours,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",4.2,257,1200
Pirates Of Grill,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  Mughlai",4.4,275,2000
Chili's American Grill and Bar,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Mexican,  American,  Italian",4.4,1789,2000
Oh Boy Lounge,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.3,88,1600
Lord of the Drinks Forum,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.2,919,2000
Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Mediterranean,  Middle Eastern",3.8,8,4500
Wow! Momo,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"Fast Food,  Tibetan",3.6,40,400
Raasta,"Green Park, South Delhi", South Delhi,Delhi,"Finger Food,  Italian,  Chinese,  Continental,  Mediterranean",4.4,223,2000
Theos,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,20,900
Jazbaa Lounge and Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian,  Mughlai",4.1,2696,1600
Chili's American Grill and Bar,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Mexican,  American,  Italian",4.5,1202,2000
Ada'e Haandi's,"Moti Bagh, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Seafood",4,2,600
Cafe 27,"Kailash Colony, South Delhi", South Delhi,Delhi,"Italian,  North Indian,  Chinese,  Fast Food",4.2,415,1700
London Street,"Anand Vihar, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,88,1800
KOST,"Lajpat Nagar - 4, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Fast Food",5,1,1000
Sandoz,"Nehru Place, South Delhi", South Delhi,Delhi,North Indian,4.3,103,1000
Le Chef,"Cross River Mall,Shahdara, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,57,1000
Mad Over Donuts,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"Desserts,  Doughnuts",4,27,400
Goosebumps,"Karkardooma, East Delhi", East Delhi,Delhi,"Desserts,  Ice Cream,  Fast Food",4.1,220,400
Shalom - Laidback Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.3,479,2000
4th Street Cafe,"Preet Vihar, East Delhi", East Delhi,Delhi,"Fast Food,  Shakes",4.4,22,500
MOC - The American Restaurant,"Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,"American,  Burger,  Fast Food",3.7,3,400
Naivedyam,"Hauz Khas Village, South Delhi", South Delhi,Delhi,South Indian,4.2,328,500
Drums of Heaven,"Green Park, South Delhi", South Delhi,Delhi,"Asian,  Chinese,  Thai,  Seafood",4.1,214,1400
The Waffle Co.,"Naraina, West Delhi", West Delhi,Delhi,"Desserts,  Waffle,  Shakes",5,1,400
Smelling Salts,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.4,550,1800
Ama Thakali,"Majnu ka Tila, North Delhi", North Delhi,Delhi,Nepalese,4.3,4,600
Gung The Palace,"Green Park, South Delhi", South Delhi,Delhi,"Korean,  Seafood",4.7,38,2500
United Coffee House Rewind,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  European,  Oriental ",4.3,388,3000
Miss Nora,"R Cube Monad Mall,Rajouri Garden, West Delhi", West Delhi,Delhi,"Japanese,  Asian,  Chinese,  Thai,  Malaysian",4.5,222,1600
Cafe Delhi Heights,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.3,652,2000
The Colony Bistro,"Lajpat Nagar - 4, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Continental",4,169,2100
Pinch of Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai,  Chinese",4.3,608,1800
The Waffle Co.,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,"Desserts,  Waffle,  Shakes",4.3,3,400
Roadhouse Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Thai,  Mediterranean,  American,  Asian",4.4,319,2400
Dhaba Estd 1986 Delhi,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,North Indian,4.2,280,1200
Lord of the Drinks Drinks Chamber,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.2,1333,2300
Cafe Junk,"Mayur Vihar Phase - 2, East Delhi", East Delhi,Delhi,"Fast Food,  Shakes",4.6,5,500
The Snook Hook Cafe,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Fast Food",4,80,1200
Kori's,"Safdarjung, South Delhi", South Delhi,Delhi,"Asian,  Korean,  Japanese,  Sushi",4.1,16,1300
Barbeque Nation,"Ginger Hotel,Vivek Vihar, East Delhi", East Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,506,1700
Nazeer Delicacies,"RK Puram, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.5,2,1000
Tenali - The Andhra Kitchen,"Green Park, South Delhi", South Delhi,Delhi,"South Indian,  Andhra",4.6,7,800
Kake Da Hotel,"Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,"North Indian,  Mughlai",3.7,13,1000
NCC - NorthEastern & Chinese Cafe,"Safdarjung, South Delhi", South Delhi,Delhi,"Chinese,  North Eastern",4.6,3,1000
Nagaland's Kitchen,"Uphaar Cinema Complex,Green Park, South Delhi", South Delhi,Delhi,"Naga,  Chinese,  Thai,  Seafood",4.1,62,2200
Kitchen & Chicken,"South Extension - 2, South Delhi", South Delhi,Delhi,"Chinese,  Fast Food,  North Indian",2,3,700
Red Chilli,"Uphaar Cinema Complex,Green Park, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.1,106,1500
Gastronomica Kitchen & Bar,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  Italian,  European",4.3,489,2000
Olive Bar & Kitchen,"Mehrauli, South Delhi", South Delhi,Delhi,"Continental,  Italian,  Mediterranean,  European",4.5,897,3000
Dilli 32,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,"North Indian,  South Indian",4.6,89,4500
Bean Sahab,"Safdarjung, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Continental,  American",4,13,600
Greenr Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Continental,  Health Food",4,7,1400
Bamboo Hut,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"Naga,  Tibetan",4.1,11,1000
Cafe Knosh,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mediterranean",4.3,192,3000
Grand Plaza,"Model Town 2, North Delhi", North Delhi,Delhi,"North Indian,  Bakery and Confectionary,  Italian,  Chinese,  Ice Cream",4.5,141,1500
Sanjha Chulha,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",3.8,129,1500
Club Cuba,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,Finger Food,4.8,10,3000
SKY HEART LOUNGE & BAR (MY BAR),"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4,343,1500
Shakespeare Cafe,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Mexican,  Turkish",4.1,55,1300
Barbeque Nation,"Netaji Subhash Place, North Delhi", North Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,518,1700
Platinum Lounge,"Star City Mall,Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,"North Indian,  Finger Food,  Continental",4.2,131,1600
SGF - Spice Grill Flame,"Community Centre,Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.5,20,700
Otik Cake Shop,"Model Town 2, North Delhi", North Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Desserts,  Shakes",5,2,500
MAD - Music and Drinks,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Continental,  Japanese,  Asian",3.9,186,1200
One8 Commune,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.2,476,2400
